STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,DONOR,Donor,RECIPIENT,Recipient,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,UNIT_MULT,Unit multiplier,FLOW_TYPE,Flow type,OBS_STATUS,Observation status
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,HUN,Hungary,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2011,,153.612615,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,HUN,Hungary,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2013,,148.203985,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,HUN,Hungary,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2014,,167.128096,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,HUN,Hungary,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2015,,210.710799,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,HUN,Hungary,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2016,,268.419688,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2013,,4780.100535,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2019,,5450.044129,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2018,,5912.417998,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2017,,5521.714003,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2020,,6355.086687,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2016,,4990.191018,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2014,,5289.741777,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2015,,7225.005676,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,CHE,Switzerland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2013,,3376.58138,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,CHE,Switzerland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2012,,3254.743155,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,CHE,Switzerland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2014,,3692.884804,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,CHE,Switzerland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2011,,3080.670151,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,CHE,Switzerland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2008,,2562.325611,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,CHE,Switzerland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2009,,2857.959311,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,CHE,Switzerland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2010,,2728.735177,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,KOR,Korea,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2008,,887.386783,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,KOR,Korea,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2006,,455.578167,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,KOR,Korea,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2007,,663.57158,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,KOR,Korea,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2005,,808.836745,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,NZL,New Zealand,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2018,,592.050709,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,NZL,New Zealand,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2022,,525.58814,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,NZL,New Zealand,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2023,,763.912151,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,NZL,New Zealand,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2024,,769.681687,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,NZL,New Zealand,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2021,,661.991773,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,NZL,New Zealand,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2020,,574.700824,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,NZL,New Zealand,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2019,,605.897159,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,GBR,United Kingdom,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2024,,15394.973887,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2012,,4512.232588,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2006,,4163.783859,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2011,,4666.034743,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2007,,4070.030277,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2009,,4554.205116,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2008,,4244.415861,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2010,,4238.140155,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,SWE,Sweden,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2005,,3648.112562,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,AUS,Australia,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2008,,3496.995544,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,AUS,Australia,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2005,,2512.528055,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,AUS,Australia,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2007,,3313.650548,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,AUS,Australia,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2009,,3443.133583,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,AUS,Australia,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2006,,3059.358375,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,AUS,Australia,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2010,,3852.415069,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ITA,Italy,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2007,,4107.431222,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ITA,Italy,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2010,,3055.541343,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ITA,Italy,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2012,,2780.012052,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ITA,Italy,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2009,,3217.417196,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ITA,Italy,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2013,,3335.238213,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ITA,Italy,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2011,,4130.517816,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ITA,Italy,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2014,,3866.006065,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ITA,Italy,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2008,,4660.014764,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,KOR,Korea,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2019,,2442.2404,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,KOR,Korea,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2020,,2217.681109,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,KOR,Korea,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2017,,2071.063256,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,KOR,Korea,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2021,,2725.327077,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,KOR,Korea,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2016,,2212.998445,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,KOR,Korea,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2018,,2206.041113,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2007,,50.204144,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2008,,63.755735,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2010,,43.181491,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2011,,35.381019,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2012,,37.667061,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2013,,48.109436,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2014,,47.185067,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2015,,53.728639,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2016,,70.85915,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2017,,72.166412,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2020,,69.560422,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2019,,69.528338,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2009,,55.489512,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2022,,97.820908,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2018,,77.467374,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2024,,105.310085,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2021,,75.025587,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,ISL,Iceland,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2023,,110.761988,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,JPN,Japan,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2007,,6682.182648,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,JPN,Japan,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2008,,7390.329443,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,JPN,Japan,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2006,,9485.062006,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,JPN,Japan,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2005,,10483.566894,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,GRC,Greece,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2014,,228.662061,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,GRC,Greece,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2020,,353.267282,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,GRC,Greece,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2023,,334.321357,,2023,,6,Millions,D,Disbursements,A,Normal value
DATAFLOW,OECD.DCD.FSD:DSD_DAC2@DF_DAC2A(1.4),DAC2A: Aid (ODA) disbursements to countries and regions,I,GRC,Greece,ALLR,All recipients,206,"Official development assistance (ODA), disbursements",USD,US dollar,Q,Constant prices,2024,,359.328032,,2023,,6,Millions,D,Disbursements,A,Normal value
